,model,trainingTime,testTime,score
0,SVM,761983.5226892619,399953.2802605836,0.9380552125379904
1,GaussianNB,679.7560798626524,593.6902920906092,0.9148839161524411
2,KNN,85.11400301869246,1906734.1839765483,0.9316584719637784
3,RandomForest,209203.5017612613,14195.289455822653,0.9441011343215798
4,AdaBoostClassifier,63889.223253773096,7737.757380074913,0.9305505075585772
