,model,trainingTime,testTime,score
0,SVM,1421491.499380724,561220.9233621821,0.9427368743836614
1,GaussianNB,926.6110242860582,1420.4165662933522,0.5751518243871596
2,KNN,99.17292191140356,1837359.191327754,0.9304599366163856
3,RandomForest,383293.06643726985,15434.850763271199,0.9438426875482194
4,AdaBoostClassifier,221212.55118849024,15471.16805918478,0.9350645322798177
